"Country or Area","Year","Sex","Age","Value","Value Footnotes"
"United States of America","1995","Male","40 - 44","9990476",""
"United States of America","1995","Male","41","2039287",""
"United States of America","1995","Male","42","1976149",""
"United States of America","1995","Male","43","1909600",""
"United States of America","1995","Male","44","1911267",""
"United States of America","1995","Male","45","1844120",""
"United States of America","1995","Male","45 - 49","8559836",""
"United States of America","1995","Male","46","1745537",""
"United States of America","1995","Male","47","1754962",""
"United States of America","1995","Male","48","1791770",""
"United States of America","1995","Male","49","1423447",""
"United States of America","1995","Male","50","1409287",""
"United States of America","1995","Male","50 - 54","6621815",""
"United States of America","1995","Male","51","1353353",""
"United States of America","1995","Male","52","1417691",""
"United States of America","1995","Male","53","1243710",""
"United States of America","1995","Male","54","1197774",""
"United States of America","1995","Male","55","1112961",""
"United States of America","1995","Male","55 - 59","5317251",""
"United States of America","1995","Male","56","1112150",""
"United States of America","1995","Male","57","1098774",""
"United States of America","1995","Male","58","970479",""
"United States of America","1995","Male","59","1022887",""
"United States of America","1995","Male","60","996641",""
"United States of America","1995","Male","60 - 64","4726807",""
"United States of America","1995","Male","61","917991",""
"United States of America","1995","Male","62","911877",""
"United States of America","1995","Male","63","925635",""
"United States of America","1995","Male","64","974663",""
"United States of America","1995","Male","65","959225",""
"United States of America","1995","Male","65 - 69","4505822",""
"United States of America","1995","Male","66","922843",""
"United States of America","1995","Male","67","930477",""
"United States of America","1995","Male","68","856466",""
"United States of America","1995","Male","69","836811",""
"United States of America","1995","Male","70","828798",""
"United States of America","1995","Male","70 - 74","3836272",""
"United States of America","1995","Male","71","796990",""
"United States of America","1995","Male","72","769474",""
"United States of America","1995","Male","73","736030",""
"United States of America","1995","Male","74","704980",""
"United States of America","1995","Male","75","635422",""
"United States of America","1995","Male","75 - 79","2720385",""
"United States of America","1995","Male","76","583255",""
"United States of America","1995","Male","77","531982",""
"United States of America","1995","Male","78","503994",""
"United States of America","1995","Male","79","465732",""
"United States of America","1995","Male","80","408738",""
"United States of America","1995","Male","80 - 84","1609321",""
"United States of America","1995","Male","81","360712",""
"United States of America","1995","Male","82","321118",""
"United States of America","1995","Male","83","280032",""
"United States of America","1995","Male","84","238721",""
"United States of America","1995","Male","85","195646",""
"United States of America","1995","Male","85 - 89","706564",""
"United States of America","1995","Male","86","166460",""
"United States of America","1995","Male","87","139654",""
"United States of America","1995","Male","88","113126",""
"United States of America","1995","Male","89","91678",""
"United States of America","1995","Male","90","77225",""
"United States of America","1995","Male","90 - 99","300819",""
"United States of America","1995","Male","91","60263",""
"United States of America","1995","Male","92","46380",""
"United States of America","1995","Male","93","34437",""
"United States of America","1995","Male","94","28746",""
"United States of America","1995","Male","95","19639",""
"United States of America","1995","Male","96","13000",""
"United States of America","1995","Male","97","9386",""
"United States of America","1995","Male","98","6855",""
"United States of America","1995","Male","99","4888",""
"United States of America","1995","Male","100 +","9492",""
"United States of America","1995","Male","Unknown","0",""
"United States of America","1995","Female","Total","134441472",""
"United States of America","1995","Female","0","1878234",""
"United States of America","1995","Female","1","1875815",""
"United States of America","1995","Female","1 - 4","7687709",""
"United States of America","1995","Female","2","1892341",""
"United States of America","1995","Female","3","1938641",""
"United States of America","1995","Female","4","1980912",""
"United States of America","1995","Female","5","1970249",""
"United States of America","1995","Female","5 - 9","9376656",""
"United States of America","1995","Female","6","1897451",""
"United States of America","1995","Female","7","1860654",""
"United States of America","1995","Female","8","1764988",""
"United States of America","1995","Female","9","1883314",""
"United States of America","1995","Female","10","1884480",""
"United States of America","1995","Female","10 - 14","9229291",""
"United States of America","1995","Female","11","1807610",""
"United States of America","1995","Female","12","1845862",""
"United States of America","1995","Female","13","1862651",""
"United States of America","1995","Female","14","1828688",""
"United States of America","1995","Female","15","1846248",""
"United States of America","1995","Female","15 - 19","8799492",""
"United States of America","1995","Female","16","1761056",""
"United States of America","1995","Female","17","1744089",""
"United States of America","1995","Female","18","1711953",""
